Time	Torque	Current	Voltage	Cadans	Speed
11.659	-11.06	-0.02	38.87	0.00	15.83
11.709	-11.06	-0.02	38.87	0.00	15.83
11.759	-10.50	0.02	38.87	0.00	15.83
11.809	-11.62	0.06	38.87	0.00	15.83
11.859	-12.18	0.02	38.87	0.00	15.83
11.909	-11.06	-0.05	38.87	0.00	15.67
11.959	-9.94	-0.02	38.87	0.00	15.67
12.009	-10.50	-0.02	38.87	0.00	15.67
12.059	-11.06	-0.09	38.87	0.00	15.67
12.109	-11.06	0.06	38.87	0.00	15.67
12.160	-9.94	-0.05	38.87	0.00	15.67
12.209	-8.82	0.06	38.87	0.00	15.67
12.259	-9.94	-0.02	38.87	0.00	15.67
12.309	-10.50	0.06	38.87	0.00	15.67
12.359	-11.62	0.02	38.87	0.00	15.67
12.409	-9.94	-0.02	38.87	0.00	15.42
12.460	-11.06	-0.02	38.87	0.00	15.42
12.509	-9.94	0.02	38.87	0.00	15.42
12.559	-11.06	0.02	38.87	0.00	15.42
12.609	-11.06	-0.02	38.87	0.00	15.42
12.659	-10.50	0.06	38.87	0.00	15.42
12.709	-11.06	0.02	38.87	0.00	15.42
12.760	-11.62	0.02	38.87	0.00	15.42
12.809	-12.18	0.02	38.87	0.00	15.42
12.859	-12.74	-0.02	38.87	0.00	15.42
12.909	-12.18	-0.02	38.87	0.00	15.30
12.959	-11.62	-0.05	38.87	0.00	15.30
13.009	-11.06	-0.02	38.87	0.00	15.30
13.059	-11.06	-0.09	38.87	0.00	15.30
13.109	-12.18	-0.02	38.87	0.00	15.30
13.159	-12.18	-0.09	38.87	0.00	15.30
13.209	-11.06	-0.02	38.87	0.00	15.30
13.259	-11.06	0.06	38.87	0.00	15.30
13.309	-11.62	-0.02	38.87	0.00	15.30
13.359	-12.74	-0.05	38.87	0.00	15.30
13.409	-12.18	-0.09	38.87	0.00	15.30
13.459	-10.50	0.02	38.87	0.00	14.53
13.509	-9.94	-0.05	38.87	0.00	14.53
13.559	-11.06	0.06	38.87	0.00	14.53
13.609	-11.62	0.02	38.87	0.00	14.53
13.659	-11.62	0.02	38.87	0.00	14.53
13.709	-9.38	-0.02	38.87	0.00	14.53
13.759	-9.94	-0.02	38.87	0.00	14.53
13.809	-12.18	-0.02	38.87	0.00	14.53
13.859	-12.74	-0.02	38.87	0.00	14.53
13.910	-12.18	-0.05	38.87	0.00	14.53
13.959	-11.06	-0.02	38.87	0.00	15.36
14.009	-10.50	-0.02	38.87	0.00	15.36
14.059	-11.62	-0.02	38.87	0.00	15.36
14.109	-12.74	0.02	38.87	0.00	15.36
14.159	-11.62	0.02	38.87	0.00	15.36
14.210	-11.06	-0.05	38.87	0.00	15.36
14.259	-11.06	0.02	38.87	0.00	15.36
14.309	-11.06	0.02	38.87	0.00	15.36
14.359	-11.62	0.02	38.87	0.00	15.36
14.409	-12.74	-0.05	38.87	0.00	15.36
14.459	-11.06	-0.05	38.87	0.00	15.36
14.510	-10.50	-0.02	38.87	0.00	14.21
14.560	-10.50	-0.02	38.87	0.00	14.21
14.610	-11.06	0.02	38.87	0.00	14.21
14.660	-11.06	-0.02	38.87	0.00	14.21
14.710	-11.62	0.02	38.87	0.00	14.21
14.760	-10.50	0.02	38.87	0.00	14.21
14.810	-10.50	-0.09	38.87	0.00	14.21
14.860	-10.50	-0.02	38.87	0.00	14.21
14.910	-12.18	-0.02	38.87	0.00	14.21
14.960	-11.62	-0.05	38.87	0.00	14.21
15.010	-11.06	0.06	38.87	0.00	14.72
15.060	-11.06	-0.02	38.87	0.00	14.72
15.110	-10.50	-0.02	38.87	0.00	14.72
15.160	-11.06	0.02	38.87	0.00	14.72
15.210	-11.62	0.02	38.87	0.00	14.72
15.260	-11.06	0.02	38.87	0.00	14.72
15.310	-11.62	-0.02	38.87	0.00	14.72
15.361	-11.06	-0.05	38.87	0.00	14.72
15.410	-11.62	-0.05	38.87	0.00	14.72
15.460	-11.06	0.02	38.87	0.00	14.72
15.510	-11.62	-0.05	38.87	0.00	14.72
15.560	-9.94	-0.02	38.87	0.00	14.26
15.610	-9.94	0.02	38.87	0.00	14.26
15.661	-9.38	0.02	38.87	0.00	14.26
15.710	-10.50	-0.02	38.87	0.00	14.26
15.760	-11.06	0.09	38.87	0.00	14.26
15.810	-12.18	0.02	38.87	0.00	14.26
15.860	-11.06	-0.05	38.87	0.00	14.26
15.910	-10.50	-0.05	38.87	0.00	14.26
15.961	-11.06	-0.09	38.87	0.00	14.26
16.011	-11.06	0.02	38.87	0.00	14.26
16.061	-9.94	0.02	38.87	0.00	14.26
16.111	-11.06	-0.02	38.87	0.00	13.98
16.161	-11.62	-0.05	38.87	0.00	13.98
16.211	-11.06	-0.02	38.87	0.00	13.98
16.261	-11.06	-0.05	38.87	0.00	13.98
16.311	-11.62	-0.02	38.87	0.00	13.98
16.361	-11.62	-0.09	38.87	0.00	13.98
16.411	-12.18	-0.05	38.87	0.00	13.98
16.461	-11.62	-0.02	38.87	0.00	13.98
16.512	-10.50	-0.02	38.87	0.00	13.98
16.561	-11.06	-0.09	38.87	0.00	13.98
16.611	-10.50	0.02	38.93	0.00	13.98
16.661	-12.18	0.06	38.93	0.00	13.98
16.711	-12.18	0.06	38.87	0.00	13.49
16.761	-9.94	-0.05	38.87	0.00	13.49
16.812	-9.38	-0.05	38.87	0.00	13.49
16.861	-9.38	-0.02	38.93	0.00	13.49
16.911	-11.06	-0.02	38.87	0.00	13.49
16.961	-11.06	-0.05	38.87	0.00	13.49
17.011	-12.18	0.06	38.93	0.00	13.49
17.061	-10.50	-0.12	38.93	0.00	13.49
17.112	-8.82	0.09	38.87	0.00	13.49
17.161	-9.38	-0.09	38.87	0.00	13.49
17.211	-11.62	-0.05	38.93	0.00	13.49
17.261	-12.18	0.02	38.93	0.00	13.83
17.311	-10.50	-0.09	38.93	0.00	13.83
17.361	-10.50	-0.02	38.93	0.00	13.83
17.411	-8.26	-0.02	38.93	0.00	13.83
17.461	-9.38	-0.02	38.93	0.00	13.83
17.511	-12.18	0.06	38.93	0.00	13.83
17.561	-13.30	-0.05	38.93	0.00	13.83
17.611	-10.50	-0.09	38.93	0.00	13.83
17.661	-9.94	-0.05	38.93	0.00	13.83
17.711	-11.06	0.02	38.93	0.00	13.83
17.761	-11.62	-0.09	38.93	0.00	13.83
17.811	-12.74	-0.02	38.93	0.00	13.83
17.861	-12.18	-0.05	38.93	0.00	13.10
17.911	-11.06	0.02	38.93	0.00	13.10
17.961	-11.62	-0.05	38.87	0.00	13.10
18.011	-12.74	-0.02	38.93	0.00	13.10
18.061	-11.62	-0.02	38.93	0.00	13.10
18.111	-11.06	-0.02	38.93	0.00	13.10
18.161	-12.18	-0.05	38.93	0.00	13.10
18.211	-10.50	0.02	38.93	0.00	13.10
18.262	-11.06	-0.05	38.93	0.00	13.10
18.311	-11.62	-0.05	38.93	0.00	13.10
18.361	-9.94	-0.02	38.93	0.00	13.10
18.411	-9.38	0.02	38.93	0.00	13.10
18.461	-9.94	0.06	38.93	0.00	12.99
18.511	-9.94	-0.02	38.93	0.00	12.99
18.562	-10.50	0.06	38.93	0.00	12.99
18.611	-10.50	-0.02	38.93	0.00	12.99
18.661	-9.94	0.13	38.93	0.00	12.99
18.711	-10.50	-0.05	38.93	0.00	12.99
18.761	-10.50	0.02	38.93	0.00	12.99
18.811	-9.94	-0.09	38.93	0.00	12.99
18.862	-10.50	-0.02	38.93	0.00	12.99
18.912	-11.62	-0.02	38.93	0.00	12.99
18.962	-11.06	0.06	38.93	0.00	12.99
19.012	-11.62	0.06	38.93	0.00	12.99
19.062	-11.06	-0.02	38.93	0.00	12.89
19.112	-11.06	-0.02	38.93	0.00	12.89
19.162	-11.62	0.02	38.93	0.00	12.89
19.212	-12.74	0.02	38.93	0.00	12.89
19.262	-11.62	-0.09	38.93	0.00	12.89
19.312	-11.62	-0.02	38.93	0.00	12.89
19.362	-11.06	0.06	38.93	0.00	12.89
19.412	-11.06	-0.05	38.93	0.00	12.89
19.462	-12.18	-0.05	38.93	0.00	12.89
19.512	-13.30	-0.02	38.93	0.00	12.89
19.562	-12.18	-0.02	38.93	0.00	12.89
19.612	-11.06	-0.09	38.93	0.00	12.89
19.662	-11.06	-0.05	38.93	0.00	12.93
19.713	-12.18	-0.02	38.93	0.00	12.93
19.762	-12.18	-0.02	38.93	0.00	12.93
19.812	-11.06	-0.05	38.93	0.00	12.93
19.862	-10.50	-0.02	38.93	0.00	12.93
19.912	-11.06	-0.05	38.93	0.00	12.93
19.962	-11.06	-0.02	38.93	0.00	12.93
20.013	-11.62	-0.05	38.93	0.00	12.93
20.062	-10.50	-0.05	38.93	0.00	12.93
20.112	-11.06	0.06	38.93	0.00	12.93
20.162	-11.06	-0.02	38.93	0.00	12.93
20.212	-11.06	0.02	38.93	0.00	12.93
20.262	-11.62	0.02	38.93	0.00	12.93
20.313	-11.06	-0.02	38.93	0.00	11.94
20.363	-9.94	-0.02	38.93	0.00	11.94
20.413	-9.38	-0.05	38.93	0.00	11.94
20.463	-9.94	-0.02	38.93	0.00	11.94
20.513	-8.82	-0.02	38.93	0.00	11.94
20.563	-9.38	-0.05	38.93	0.00	11.94
